Filename                           Electrostatics             VdW    Polarization          AMOEBA
060_K-Water_Deg30_-60                   -8.330248        8.269488       -5.932919       -5.993679
060_K-Water_Deg30_-45                  -12.742372        7.456184       -5.344355      -10.630542
060_K-Water_Deg30_-30                  -15.970108        7.119547       -5.105317      -13.955878
060_K-Water_Deg30_-15                  -17.938954        6.995893       -5.032007      -15.975067
060_K-Water_Deg30_+00                  -18.601006        6.965447       -5.018815      -16.654373
060_K-Water_Deg30_+15                  -17.938954        6.995893       -5.032007      -15.975067
060_K-Water_Deg30_+30                  -15.970108        7.119547       -5.105317      -13.955878
060_K-Water_Deg30_+45                  -12.742372        7.456184       -5.344355      -10.630542
060_K-Water_Deg30_+60                   -8.330248        8.269488       -5.932919       -5.993679
061_F-Water_Deg30_-60                    4.806454        6.281292       -7.292711        3.795035
061_F-Water_Deg30_-45                   -1.941828        8.501086       -9.870232       -3.310975
061_F-Water_Deg30_-30                   -9.202298       12.286093      -13.080267       -9.996472
061_F-Water_Deg30_-15                  -15.423262       16.527464      -15.411312      -14.307110
061_F-Water_Deg30_+00                  -18.344057       18.179071      -15.934130      -16.099116
061_F-Water_Deg30_+15                  -17.410406       15.752718      -14.693829      -16.351517
061_F-Water_Deg30_+30                  -14.885213       11.869267      -12.350158      -15.366104
061_F-Water_Deg30_+45                  -13.183342        9.568332      -10.560155      -14.175165
061_F-Water_Deg30_+60                  -13.229941        9.807055      -10.719257      -14.142142
